#{"t_start": 1752660851.000786, "env_id": "VizdoomTakeCover-v0"}
r,l,t
44.0,110,6091.104148
-38.0,30,6091.494104
-26.5,59,6092.00773
28.9,198,6129.075554
-17.7,81,6130.116769
-21.1,73,6131.152997
15.6,39,6131.434244
-14.9,88,6132.771665
-4.9,113,6138.154265
-11.5,97,6164.468858
-25.1,63,6165.598835
6.2,141,6168.443225
12.0,30,6169.134376
11.0,28,6169.695874
-11.9,96,6172.086478
22.2,56,6172.930219
-10.0,100,6193.478243
-22.9,68,6193.95397
21.2,53,6194.772779
-9.8,101,6195.700298
-26.0,60,6196.647763
-23.1,68,6198.545685
29.0,73,6201.003109
20.6,52,6235.764106
-21.3,72,6236.248809
-22.4,69,6236.962899
23.3,59,6237.630114
-9.1,103,6238.787018
-60.1,100,6239.860147
-72.3,70,6240.441592
18.7,47,6265.930397
-25.0,63,6266.60858
-16.7,84,6267.089295
-16.9,83,6267.858237
38.2,96,6269.068
-21.2,72,6269.642463
36.7,92,6299.244263
-21.2,72,6300.055093
-21.4,72,6300.887866
-70.1,75,6301.354617
-30.1,50,6301.712659
-35.1,38,6301.996898
-21.2,72,6303.182725
-71.7,71,6304.797405
-23.0,68,6333.628268
-27.3,57,6334.240629
-23.2,67,6335.21203
-28.1,55,6335.714686
-28.1,55,6336.190413
16.4,41,6336.41581
-23.0,68,6336.943398
-15.2,87,6337.668459
25.5,64,6366.803507
-20.9,73,6367.681158
-23.0,68,6368.182816
